age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,payment_to_income_ratio,credit_score,num_credit_accounts,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,credit_utilization,available_credit,loan_amount,loan_term,interest_rate,loan_to_value_ratio,total_debt_amount,monthly_free_cash_flow
29,20000.0,3.8,Full-time,Advanced,Married,2,1666.67,119.86,692.87,0.488,0.416,700,7,0.0,5,5,0.263,9654.7,108600.0,360,6.59,0.628,112045.3,853.94
46,66500.0,5.4,Full-time,High School,Divorced,0,5541.67,1124.5,2082.59,0.579,0.376,675,4,0.0,2,2,0.527,42191.6,318800.0,360,6.82,0.822,365808.4,2334.576666666667
53,20000.0,1.5,Full-time,Graduate,Married,2,1666.67,101.3,1161.5,0.758,0.697,713,20,0.0,1,1,0.715,13138.5,213200.0,360,5.13,0.889,246161.5,403.87
33,36700.0,9.1,Full-time,Bachelor,Single,2,3058.33,671.7,1981.85,0.868,0.648,669,10,0.0,2,2,0.19,39204.0,304000.0,360,6.8,0.919,313196.0,404.7833333333333
46,92400.0,5.9,Full-time,Bachelor,Married,4,7700.0,2308.13,481.05,0.362,0.062,755,4,0.0,1,1,0.575,88357.5,88000.0,360,5.16,0.693,207542.5,4910.82
35,57100.0,4.4,Contract,Bachelor,Single,0,4758.33,951.83,1188.34,0.45,0.25,707,4,0.0,1,1,0.391,30389.1,171800.0,360,7.39,0.805,191310.9,2618.16
43,24000.0,2.7,Self-employed,High School,Married,1,2000.0,705.34,269.32,0.487,0.135,758,25,0.0,0,0,0.379,11053.8,10300.0,48,11.62,0.0,17046.2,1025.34
34,22300.0,3.8,Part-time,High School,Married,2,1858.0,645.76,836.82,0.798,0.45,676,15,0.0,0,0,0.743,11051.0,17600.0,24,13.01,0.0,49549.0,375.75333333333333
54,50300.0,3.3,Full-time,Bachelor,Divorced,0,4191.67,271.49,1499.16,0.422,0.358,752,16,0.0,0,0,0.284,116708.0,17000.0,12,10.58,0.0,63292.0,2421.016666666667
26,28200.0,5.9,Unknown,Bachelor,Married,1,2350.0,219.22,475.63,0.296,0.202,644,6,0.0,0,0,0.628,15252.0,14100.0,36,13.08,0.0,39848.0,1655.15
38,34900.0,8.6,Full-time,Bachelor,Single,1,2908.33,323.9,1223.71,0.532,0.421,720,12,0.0,2,2,0.521,16956.6,258500.0,360,3.93,0.742,276943.4,1360.72
35,74100.0,5.5,Unknown,Graduate,Married,2,6175.0,2104.51,579.0,0.435,0.094,757,9,0.0,0,0,0.52,115680.0,19300.0,0,18.16,0.0,144620.0,3491.49
19,20000.0,1.3,Contract,Bachelor,Single,0,1667.0,148.32,2292.61,1.465,1.376,727,8,0.0,2,2,0.42,18618.0,370000.0,360,6.31,0.759,383482.0,-774.2633333333335
33,44800.0,6.7,Full-time,Graduate,Single,1,3733.0,335.48,402.46,0.198,0.108,720,8,0.0,3,3,0.656,38837.6,12500.0,36,9.85,0.0,86562.4,2995.39
24,61700.0,6.5,Full-time,Some College,Single,0,5141.67,1699.48,638.27,0.455,0.124,738,4,0.0,0,0,0.583,53834.7,19300.0,36,11.7,0.0,94565.3,2803.92
52,56200.0,9.8,Contract,Bachelor,Married,3,4683.33,1574.95,2746.41,0.923,0.586,794,15,0.0,1,1,0.489,65970.1,339200.0,180,5.36,0.71,402329.9,361.97
47,38000.0,6.4,Full-time,Advanced,Married,1,3167.0,315.18,492.0,0.255,0.155,754,15,0.0,1,1,0.399,32273.7,16400.0,0,17.33,0.0,37826.3,2359.49
38,42300.0,7.8,Full-time,High School,Single,0,3525.0,464.14,531.88,0.283,0.151,677,13,0.0,1,1,0.289,23391.9,20100.0,48,12.26,0.0,29608.1,2528.98
32,54600.0,4.4,Unknown,Bachelor,Married,2,4550.0,1260.16,903.52,0.476,0.199,742,9,0.0,1,1,0.602,21293.0,10300.0,12,9.58,0.0,42507.0,2386.32
63,26400.0,10.8,Full-time,Bachelor,Divorced,0,2200.0,790.67,586.78,0.626,0.267,781,10,0.0,0,0,0.697,17089.2,27300.0,60,10.5,0.0,66610.8,822.55
71,20000.0,2.2,Full-time,Some College,Single,1,1666.67,549.1,1465.29,1.209,0.879,748,20,0.0,0,0,0.505,14949.0,210800.0,360,7.44,0.579,226051.0,-347.72333333333313
57,29200.0,10.2,Full-time,Bachelor,Single,2,2433.33,374.18,470.36,0.347,0.193,687,13,0.0,1,1,0.336,51991.2,18100.0,48,11.29,0.0,44408.8,1588.79
39,30800.0,2.2,Full-time,Graduate,Married,0,2566.67,344.09,3935.53,1.667,1.533,725,11,0.0,2,2,0.51,25970.0,453500.0,180,6.44,0.545,480530.0,-1712.95
48,61100.0,6.7,Full-time,Advanced,Married,1,5091.67,1806.91,1416.31,0.633,0.278,701,5,0.0,0,0,0.268,89816.4,191200.0,360,8.1,0.924,224083.6,1868.45
60,20000.0,5.8,Full-time,Some College,Divorced,1,1666.67,578.69,885.37,0.878,0.531,721,11,0.0,0,0,0.435,12373.5,19000.0,24,10.98,0.0,28526.5,202.61
39,55000.0,6.5,Full-time,Advanced,Divorced,0,4583.33,1501.39,2292.45,0.828,0.5,713,12,0.0,3,3,0.726,29674.2,354900.0,360,6.71,0.673,433525.8,789.49
31,20000.0,1.1,Self-employed,Bachelor,Married,1,1667.0,354.02,2796.64,1.89,1.678,690,3,0.0,2,2,0.525,8312.5,430300.0,360,6.77,0.578,439487.5,-1483.99
33,35200.0,5.5,Full-time,Some College,Married,2,2933.0,659.78,1458.46,0.722,0.497,681,6,0.0,2,2,0.35,23010.0,221000.0,360,6.92,0.586,233390.0,815.09
42,21300.0,3.8,Contract,Bachelor,Divorced,0,1775.0,589.34,590.92,0.665,0.333,721,19,0.0,1,1,0.422,27628.4,22100.0,48,12.82,0.0,42271.6,594.74
31,98500.0,4.7,Full-time,Graduate,Single,0,8208.33,3066.85,1854.71,0.6,0.226,758,14,0.0,2,2,0.325,216877.5,331400.0,360,5.37,0.802,435822.5,3286.7733333333344
24,20000.0,4.4,Full-time,Bachelor,Single,1,1666.67,324.48,570.34,0.537,0.342,610,9,0.0,1,1,0.371,14278.3,17000.0,36,12.7,0.0,25421.7,771.85
28,26600.0,5.2,Full-time,High School,Single,1,2216.67,744.48,3341.93,1.843,1.508,589,11,0.0,2,2,0.472,7708.8,371400.0,360,10.3,0.934,378291.2,-1869.74
40,59100.0,9.3,Part-time,Some College,Married,0,4925.0,1038.04,583.88,0.329,0.119,757,17,0.0,2,2,0.445,74092.5,97700.0,360,5.97,0.666,157107.5,3303.08
40,41400.0,3.5,Part-time,Some College,Single,1,3450.0,902.78,1023.24,0.558,0.297,636,9,0.0,0,0,0.663,11559.1,153800.0,360,7.0,0.791,176540.9,1523.98
30,54800.0,3.3,Full-time,Bachelor,Divorced,0,4566.67,306.03,718.64,0.224,0.157,696,14,0.0,0,0,0.558,66079.0,15200.0,24,12.44,0.0,98621.0,3542.0
33,31300.0,1.2,Full-time,Some College,Single,1,2608.33,515.26,206.12,0.277,0.079,704,2,0.0,2,2,0.393,41943.7,6100.0,36,13.2,0.0,33256.3,1886.9533333333334
30,46600.0,8.2,Self-employed,Bachelor,Married,1,3883.0,1190.56,475.23,0.429,0.122,686,9,0.0,0,0,0.221,36690.9,68100.0,360,7.48,0.6,78509.1,2217.54
40,61100.0,13.4,Self-employed,Bachelor,Married,1,5092.0,507.15,1335.82,0.362,0.262,777,10,0.0,0,0,0.184,97675.2,262100.0,360,4.55,0.581,284124.8,3248.696666666667
49,77200.0,4.6,Self-employed,Advanced,Married,1,6433.0,1938.52,269.0,0.343,0.042,745,5,0.0,1,1,0.222,174816.6,8200.0,36,11.14,0.0,58083.4,4225.81
22,20600.0,4.9,Full-time,Some College,Single,1,1716.67,546.07,259.03,0.469,0.151,642,1,0.0,1,1,0.491,18222.2,5500.0,24,12.05,0.0,23077.8,911.57
49,38800.0,5.5,Full-time,High School,Married,2,3233.0,229.86,302.35,0.165,0.094,747,8,0.0,1,1,0.39,28060.0,11600.0,48,11.45,0.0,29540.0,2701.12
49,120100.0,5.2,Full-time,Some College,Married,4,10008.0,816.94,303.0,0.112,0.03,807,9,0.0,1,1,0.053,298020.9,10100.0,0,15.6,0.0,26779.1,8888.39
55,90700.0,4.2,Self-employed,High School,Single,0,7558.0,2444.63,274.73,0.36,0.036,736,4,0.0,2,2,0.585,29382.0,10700.0,48,10.65,0.0,52118.0,4838.97
42,27100.0,2.5,Self-employed,High School,Married,3,2258.0,236.9,3006.84,1.436,1.331,627,12,0.0,2,2,0.662,19840.6,384300.0,360,8.69,0.928,423159.4,-985.41
41,34200.0,2.6,Full-time,High School,Married,0,2850.0,386.16,1344.14,0.607,0.472,655,6,0.0,1,1,0.626,23861.199999999997,145800.0,180,7.41,0.921,185738.8,1119.6999999999998
22,69600.0,4.7,Self-employed,Bachelor,Single,1,5800.0,512.0,918.14,0.247,0.158,725,11,0.0,1,1,0.757,50203.8,147400.0,360,6.36,0.933,303796.2,4369.86
29,40000.0,2.7,Self-employed,Some College,Married,2,3333.33,885.3,57.0,0.283,0.017,646,14,0.0,2,2,0.463,18956.1,1900.0,0,19.64,0.0,18243.9,2391.03
30,50500.0,0.4,Full-time,Bachelor,Married,0,4208.33,553.78,4409.8,1.179,1.048,705,9,0.0,1,1,0.459,25968.0,504000.0,180,6.57,0.727,526032.0,-755.2466666666669
48,28500.0,10.9,Full-time,Bachelor,Divorced,0,2375.0,923.18,336.0,0.53,0.141,698,12,0.0,0,0,0.509,42815.2,11200.0,0,18.35,0.0,55584.8,1115.82
28,20000.0,1.8,Self-employed,High School,Married,1,1667.0,626.67,37.3,0.398,0.022,626,10,0.0,3,3,0.292,37807.2,1100.0,36,13.45,0.0,16692.8,1002.6966666666668
51,35100.0,7.6,Full-time,Bachelor,Married,1,2925.0,1061.8,2951.75,1.372,1.009,748,10,0.0,2,2,0.222,74532.4,33100.0,12,12.7,0.0,54367.6,-1088.55
36,63100.0,2.9,Full-time,Graduate,Married,2,5258.0,1324.64,481.43,0.343,0.092,741,6,0.0,3,3,0.263,123594.9,18800.0,48,10.51,0.0,62905.1,3452.263333333333
39,20200.0,7.0,Self-employed,High School,Married,1,1683.0,633.75,461.48,0.651,0.274,649,15,0.0,3,3,0.256,36828.0,13700.0,36,12.98,0.0,26372.0,588.1033333333332
24,25400.0,1.7,Full-time,Some College,Single,0,2116.67,731.15,213.7,0.446,0.101,669,6,0.0,1,1,0.574,11544.6,6400.0,36,12.37,0.0,21955.4,1171.8166666666666
46,82100.0,8.2,Full-time,Bachelor,Married,2,6841.67,1578.15,46.17,0.237,0.007,779,5,0.0,0,0,0.381,61033.4,1800.0,48,10.6,0.0,39366.6,5217.346666666666
36,81700.0,3.1,Part-time,Bachelor,Single,0,6808.0,2460.06,1563.33,0.591,0.23,701,4,0.0,0,0,0.486,102491.6,45800.0,36,13.91,0.0,142708.4,2784.94
50,46500.0,6.7,Full-time,Graduate,Married,1,3875.0,1124.71,1224.35,0.606,0.316,779,5,0.0,0,0,0.429,36943.7,266000.0,360,3.7,0.831,293756.3,1525.94
33,20000.0,3.3,Full-time,High School,Married,4,1666.67,339.3,2447.15,1.672,1.468,672,10,0.0,0,0,0.427,16674.3,435800.0,360,5.4,0.97,448225.7,-1119.7833333333335
24,35000.0,6.6,Full-time,Bachelor,Married,1,2916.67,907.8,3056.08,1.359,1.048,705,3,0.0,3,3,0.456,24371.2,481500.0,360,6.54,0.776,501928.8,-1047.21
42,45800.0,1.9,Contract,High School,Divorced,0,3816.67,361.14,3243.26,0.944,0.85,736,6,0.0,0,0,0.416,37726.4,515800.0,360,6.45,0.534,542673.6,212.27
29,20000.0,5.0,Self-employed,High School,Married,2,1666.67,130.23,862.62,0.596,0.518,626,11,0.0,0,0,0.519,13516.1,18000.0,24,13.81,0.0,32583.9,673.82
31,37400.0,8.2,Full-time,Bachelor,Married,1,3116.67,627.14,189.0,0.262,0.061,713,3,0.0,2,2,0.224,54708.0,6300.0,0,18.15,0.0,22092.0,2300.53
28,42400.0,10.4,Full-time,Bachelor,Married,0,3533.33,321.69,369.0,0.195,0.104,764,10,0.0,3,3,0.462,37929.0,12300.0,0,18.02,0.0,44871.0,2842.6433333333334
43,38900.0,8.9,Full-time,Some College,Married,1,3241.67,357.83,147.0,0.156,0.045,707,17,0.0,1,1,0.399,72420.5,4900.0,0,19.29,0.0,52979.5,2736.84
51,20000.0,0.9,Full-time,High School,Married,1,1667.0,666.35,171.58,0.503,0.103,721,4,0.0,6,6,0.546,23698.8,7800.0,60,11.51,0.0,36301.2,828.74
25,31100.0,2.2,Full-time,Bachelor,Married,3,2591.67,254.83,278.94,0.206,0.108,695,4,0.0,1,1,0.495,17321.5,11000.0,48,9.99,0.0,27978.5,2057.9
32,39400.0,12.7,Full-time,Some College,Married,1,3283.33,348.98,258.0,0.185,0.079,726,2,0.0,2,2,0.375,68562.5,8600.0,0,17.49,0.0,49737.5,2676.35
39,41900.0,2.9,Unknown,High School,Married,2,3491.67,462.62,105.0,0.163,0.03,694,11,0.0,1,1,0.602,12696.2,3500.0,0,16.97,0.0,22703.8,2924.05
22,34900.0,0.6,Unknown,Bachelor,Single,1,2908.33,485.65,608.52,0.376,0.209,709,10,0.0,0,0,0.591,12801.7,22400.0,48,13.68,0.0,40898.3,1814.16
56,112100.0,4.6,Unknown,Bachelor,Married,0,9341.67,3304.0,343.83,0.39,0.037,789,8,0.0,2,2,0.064,138902.4,10600.0,36,10.36,0.0,20097.6,5693.836666666666
35,27900.0,5.2,Full-time,High School,Married,1,2325.0,606.09,1013.44,0.697,0.436,649,6,0.0,0,0,0.477,30177.1,21300.0,24,13.08,0.0,48822.9,705.47
42,38700.0,4.3,Full-time,High School,Married,3,3225.0,888.95,670.73,0.484,0.208,752,9,0.0,1,1,0.442,49271.4,134100.0,360,4.39,0.769,173128.6,1665.32
36,31800.0,7.1,Full-time,Some College,Single,2,2650.0,856.56,2215.94,1.159,0.836,693,6,0.0,1,1,0.575,31450.0,369600.0,360,6.0,0.78,412150.0,-422.5
57,32500.0,0.7,Full-time,High School,Married,2,2708.0,217.55,1443.06,0.613,0.533,770,10,0.0,0,0,0.441,58695.0,252200.0,360,5.57,0.711,298505.0,1047.7233333333336
30,87300.0,1.5,Contract,Advanced,Single,1,7275.0,1454.97,309.0,0.242,0.042,753,12,0.0,2,2,0.372,47979.2,10300.0,0,17.2,0.0,38720.8,5511.03
55,167800.0,7.6,Full-time,Some College,Married,0,13983.33,1778.8,402.28,0.156,0.029,802,14,0.0,0,0,0.233,380508.7,15700.0,48,10.54,0.0,131291.3,11802.253333333334
38,35300.0,0.6,Full-time,Graduate,Single,0,2941.67,173.05,378.0,0.187,0.128,736,17,0.0,0,0,0.638,27367.2,12600.0,0,17.75,0.0,60832.8,2390.62
47,20000.0,3.2,Full-time,Some College,Married,2,1666.67,299.52,202.23,0.301,0.121,676,9,0.0,2,2,0.244,16934.4,7600.0,48,12.56,0.0,13065.6,1164.92
31,25900.0,13.4,Full-time,Bachelor,Married,2,2158.0,360.16,330.0,0.32,0.153,790,13,0.0,2,2,0.383,27456.5,11000.0,0,17.25,0.0,28043.5,1468.17
24,32200.0,6.5,Full-time,Advanced,Single,0,2683.33,399.34,3041.32,1.282,1.133,683,9,0.0,2,2,0.383,50285.5,398100.0,360,8.43,0.645,429314.5,-757.33
49,51500.0,5.3,Unknown,Some College,Married,0,4291.67,1550.92,28.19,0.368,0.007,706,20,0.0,1,1,0.37,34965.0,1100.0,48,10.55,0.0,21635.0,2712.556666666667
36,69100.0,5.8,Unknown,Graduate,Single,0,5758.0,919.95,150.0,0.186,0.026,754,9,0.0,3,3,0.285,156370.5,5000.0,0,17.94,0.0,67329.5,4688.38
21,20000.0,3.2,Full-time,Bachelor,Single,1,1666.67,506.84,665.86,0.704,0.4,700,8,0.0,2,2,0.477,30334.0,19700.0,36,13.22,0.0,47366.0,493.97
52,57500.0,9.3,Full-time,Bachelor,Divorced,0,4792.0,267.6,670.84,0.196,0.14,737,8,0.0,1,1,0.552,60480.0,138500.0,360,4.12,0.85,213020.0,3853.23
47,82800.0,5.1,Full-time,Graduate,Divorced,1,6900.0,1654.15,1675.71,0.483,0.243,803,15,0.0,3,3,0.281,114392.9,378800.0,360,3.38,0.893,423507.1,3570.14
40,22900.0,10.6,Full-time,High School,Single,0,1908.0,625.38,843.38,0.77,0.442,621,8,0.0,0,0,0.214,17763.6,107400.0,360,8.73,0.583,112236.4,439.57
45,31100.0,5.6,Full-time,Graduate,Single,3,2591.67,800.78,1033.93,0.708,0.399,745,15,0.0,3,3,0.385,38130.0,39000.0,48,12.36,0.0,62870.0,756.96
50,62400.0,3.0,Full-time,Some College,Married,3,5200.0,676.5,680.97,0.261,0.131,749,4,0.0,0,0,0.231,67825.8,20800.0,36,11.0,0.0,41174.2,3842.5299999999997
34,20000.0,0.0,Full-time,Some College,Single,0,1666.67,284.99,363.0,0.389,0.218,699,5,0.0,1,1,0.427,10944.3,12100.0,0,18.48,0.0,20255.7,1018.68
46,45700.0,9.8,Full-time,Graduate,Divorced,1,3808.33,569.1,280.41,0.223,0.074,724,9,0.0,2,2,0.489,60502.4,8600.0,36,10.72,0.0,66497.6,2958.82
45,37100.0,5.0,Full-time,Some College,Single,5,3091.67,157.51,246.0,0.131,0.08,692,15,0.0,2,2,0.435,50624.0,8200.0,0,17.38,0.0,47176.0,2688.16
49,49900.0,2.4,Full-time,Graduate,Married,1,4158.0,1059.54,2501.13,0.856,0.601,781,5,0.0,1,1,0.315,105969.5,448900.0,360,5.33,0.829,497630.5,597.663333333333
42,35700.0,4.2,Full-time,Some College,Married,0,2975.0,337.19,198.0,0.18,0.067,684,17,0.0,3,3,0.589,19111.5,6600.0,0,18.76,0.0,33988.5,2439.81
37,20000.0,3.3,Full-time,High School,Single,1,1666.67,209.09,634.6,0.506,0.381,602,6,0.0,3,3,0.246,33703.8,13000.0,24,15.69,0.0,23996.2,822.98
18,20000.0,0.1,Part-time,Some College,Single,1,1667.0,653.54,1073.17,1.036,0.644,681,3,0.0,1,1,0.558,22807.2,31200.0,36,14.45,0.0,59992.8,-60.04
35,29600.0,7.5,Full-time,Some College,Married,1,2466.67,718.33,1076.64,0.728,0.436,709,7,0.0,1,1,0.38,34348.0,23100.0,24,11.0,0.0,44152.0,671.6966666666663
20,20000.0,2.3,Full-time,Some College,Single,0,1667.0,535.26,252.0,0.472,0.151,691,8,0.0,2,2,0.444,30635.6,8400.0,0,18.95,0.0,32864.4,879.41
24,23700.0,1.4,Contract,Bachelor,Single,1,1975.0,245.53,423.0,0.338,0.214,710,0,0.0,5,5,0.174,43447.6,14100.0,0,18.22,0.0,23252.4,1306.47
23,28800.0,1.6,Full-time,Advanced,Single,1,2400.0,503.91,372.0,0.365,0.155,676,10,1.0,2,2,0.413,26415.0,12400.0,0,18.93,0.0,30985.0,1524.09
26,27700.0,8.9,Full-time,Some College,Married,4,2308.0,124.11,3942.55,1.762,1.708,715,6,0.0,3,3,0.509,8936.2,437000.0,180,7.06,0.895,446263.8,-1758.3266666666668
47,45500.0,4.9,Full-time,Some College,Single,0,3791.67,710.1,2422.58,0.826,0.639,688,14,0.0,2,2,0.64,38808.0,387300.0,360,6.4,0.853,456292.0,658.99
28,34700.0,4.9,Self-employed,Bachelor,Married,2,2892.0,887.9,210.0,0.38,0.073,686,7,0.0,3,3,0.377,39249.0,7000.0,0,19.29,0.0,30751.0,1793.77
60,40200.0,1.4,Full-time,Bachelor,Married,2,3350.0,715.73,846.22,0.466,0.253,751,5,0.0,0,0,0.51,37877.0,25900.0,36,10.86,0.0,65323.0,1788.05
38,62600.0,3.5,Self-employed,Graduate,Married,2,5216.67,676.11,386.53,0.204,0.074,768,12,0.0,0,0,0.596,53328.0,18000.0,60,10.46,0.0,96672.0,4154.03
37,38200.0,6.9,Part-time,Some College,Married,1,3183.33,170.45,1086.41,0.395,0.341,739,4,0.0,0,0,0.628,20385.6,138200.0,180,4.91,0.818,172614.4,1926.47
32,73800.0,0.9,Full-time,Bachelor,Married,0,6150.0,1907.65,1339.11,0.528,0.218,725,6,0.0,0,0,0.787,48564.0,28700.0,24,11.11,0.0,208136.0,2903.24
18,20000.0,0.0,Full-time,Bachelor,Single,2,1666.67,651.21,2439.99,1.855,1.464,660,0,0.0,4,4,0.667,18281.699999999997,354500.0,360,7.34,0.604,391118.3,-1424.533333333333
67,37200.0,3.8,Full-time,Bachelor,Married,0,3100.0,1077.04,765.06,0.594,0.247,740,19,0.0,0,0,0.539,28259.3,30000.0,48,10.29,0.0,63040.7,1257.9
61,37600.0,3.2,Self-employed,Bachelor,Single,0,3133.33,557.91,989.26,0.494,0.316,717,14,0.0,4,4,0.548,53245.6,29900.0,36,11.73,0.0,94454.4,1586.16
35,22000.0,2.7,Self-employed,Some College,Married,3,1833.0,250.04,527.84,0.424,0.288,730,20,0.0,1,1,0.476,18654.4,20800.0,48,10.03,0.0,37745.6,1055.45
19,20000.0,1.2,Full-time,High School,Single,1,1666.67,578.37,2954.66,2.12,1.773,696,1,0.0,1,1,0.453,18215.1,382500.0,360,8.55,0.79,397584.9,-1866.36
39,29200.0,7.4,Self-employed,Graduate,Single,3,2433.0,413.58,48.87,0.19,0.02,724,17,0.0,1,1,0.435,40793.0,1500.0,36,10.67,0.0,32907.0,1970.88
30,31700.0,2.4,Full-time,High School,Married,0,2641.67,339.57,638.82,0.37,0.242,746,15,0.0,0,0,0.527,24785.2,19200.0,36,12.12,0.0,46814.8,1663.2766666666664
42,20000.0,7.9,Full-time,Bachelor,Married,3,1666.67,485.36,445.73,0.559,0.267,704,14,0.0,2,2,0.264,32972.8,65600.0,360,7.21,0.811,77427.2,735.58
31,20000.0,3.4,Full-time,Bachelor,Single,2,1666.67,456.57,3427.81,2.331,2.057,683,19,0.0,1,1,0.328,39513.6,393500.0,180,6.5,0.613,412786.4,-2217.71
44,70400.0,5.3,Full-time,Graduate,Married,0,5867.0,339.34,1309.09,0.281,0.223,732,4,0.0,3,3,0.827,16348.5,205400.0,360,6.58,0.835,283551.5,4218.24
45,41500.0,0.8,Full-time,Graduate,Single,1,3458.33,724.13,3545.8,1.235,1.025,649,8,0.0,3,3,0.472,20328.0,397700.0,180,6.87,0.914,415872.0,-811.6
52,47600.0,5.2,Contract,Some College,Divorced,2,3966.67,489.92,902.24,0.351,0.227,691,14,0.0,2,2,0.372,35921.6,142300.0,360,6.53,0.834,163578.4,2574.51
57,35200.0,3.1,Self-employed,Graduate,Divorced,1,2933.33,224.7,1248.76,0.502,0.426,733,13,0.0,1,1,0.512,25961.6,202600.0,360,6.26,0.918,229838.4,1459.87
19,20000.0,1.7,Part-time,High School,Married,1,1666.67,507.72,3145.55,2.192,1.887,605,5,1.0,2,2,0.529,15872.7,472800.0,360,7.0,0.761,490627.3,-1986.6
41,50600.0,8.9,Full-time,Some College,Single,2,4217.0,268.01,397.16,0.158,0.094,769,7,0.0,4,4,0.365,26670.0,18300.0,60,10.92,0.0,33630.0,3551.496666666667
32,56200.0,3.6,Full-time,Bachelor,Divorced,0,4683.33,763.17,1997.38,0.589,0.426,669,4,0.0,2,2,0.443,73579.7,276400.0,360,7.84,0.692,334920.3,1922.78
46,22100.0,9.5,Self-employed,High School,Single,0,1841.67,248.65,180.0,0.233,0.098,721,10,0.0,1,1,0.512,20886.4,6000.0,0,18.41,0.0,27913.6,1413.02
47,87600.0,5.3,Full-time,Bachelor,Married,0,7300.0,1208.1,324.0,0.21,0.044,765,18,0.0,0,0,0.097,153600.3,10800.0,0,16.09,0.0,27299.7,5767.9
25,27200.0,7.3,Self-employed,Some College,Married,2,2267.0,725.42,700.93,0.629,0.309,735,10,0.0,1,1,0.326,39361.6,21500.0,36,10.71,0.0,40538.4,840.32
38,61700.0,6.0,Full-time,Some College,Married,1,5142.0,273.6,132.0,0.079,0.026,718,10,0.0,1,1,0.32,75888.0,4400.0,0,18.73,0.0,40112.0,4736.07
25,59200.0,7.5,Full-time,Graduate,Married,1,4933.33,451.57,375.0,0.168,0.076,728,8,0.0,3,3,0.314,27371.4,12500.0,0,17.97,0.0,25028.6,4106.76
38,41900.0,8.2,Full-time,Bachelor,Single,2,3491.67,338.81,315.0,0.187,0.09,737,12,0.0,2,2,0.063,71118.3,10500.0,0,16.18,0.0,15281.7,2837.86
50,90500.0,6.1,Full-time,Graduate,Married,1,7542.0,1109.82,666.5,0.236,0.088,701,14,0.0,3,3,0.352,92793.6,14100.0,24,12.42,0.0,64506.4,5765.35
39,31000.0,7.5,Part-time,Bachelor,Married,3,2583.33,156.95,603.89,0.295,0.234,688,7,0.0,1,1,0.441,48465.3,98600.0,360,6.2,0.684,136834.7,1822.4933333333336
32,60500.0,7.0,Full-time,Bachelor,Single,0,5042.0,1600.35,974.36,0.511,0.193,753,2,0.0,1,1,0.379,75265.2,29900.0,36,10.68,0.0,75834.8,2466.956666666667
42,66700.0,7.8,Full-time,High School,Single,1,5558.0,611.52,176.12,0.142,0.032,721,12,0.0,0,0,0.311,115063.0,5400.0,36,10.74,0.0,57337.0,4770.69
38,55800.0,4.7,Full-time,Some College,Married,2,4650.0,239.52,1681.84,0.413,0.362,704,10,0.0,2,2,0.568,57499.2,200200.0,180,5.93,0.862,275800.8,2728.6400000000003
35,72700.0,5.5,Full-time,Bachelor,Married,4,6058.33,513.44,135.0,0.107,0.022,748,12,0.0,1,1,0.365,142240.0,4500.0,0,17.13,0.0,86260.0,5409.89
28,33000.0,6.8,Full-time,Some College,Married,3,2750.0,779.49,1281.18,0.749,0.466,680,15,0.0,1,1,0.631,33025.5,205900.0,360,6.35,0.602,262374.5,689.33
37,26500.0,5.2,Full-time,High School,Married,0,2208.0,814.54,253.25,0.484,0.115,708,4,0.0,1,1,0.221,58658.7,9400.0,48,13.23,0.0,26041.3,1140.54
34,20200.0,5.7,Full-time,Graduate,Single,2,1683.0,261.28,5324.99,3.319,3.163,640,13,0.0,3,3,0.268,33598.8,599500.0,180,6.81,0.765,611801.2,-3902.94
38,133700.0,5.5,Full-time,Graduate,Married,0,11141.67,3355.49,111.0,0.311,0.01,762,1,0.0,0,0,0.139,188559.0,3700.0,0,18.04,0.0,34141.0,7675.18
30,41900.0,9.6,Full-time,Some College,Single,0,3491.67,430.86,1004.51,0.411,0.288,676,3,0.0,1,1,0.487,39295.8,36800.0,48,13.94,0.0,74104.2,2056.3
34,59100.0,1.7,Full-time,Graduate,Married,2,4925.0,373.21,1349.35,0.35,0.274,683,8,0.0,0,0,0.249,61431.8,239500.0,360,5.43,0.803,259868.2,3202.44
43,58300.0,5.2,Full-time,Some College,Married,4,4858.33,1378.29,851.15,0.459,0.175,714,11,0.0,1,1,0.514,71247.6,25700.0,36,11.8,0.0,101052.4,2628.89
21,20000.0,3.4,Full-time,Bachelor,Single,0,1667.0,415.51,153.0,0.341,0.092,647,10,0.0,2,2,0.378,24506.8,5100.0,0,19.62,0.0,19993.2,1098.16
36,72300.0,7.4,Full-time,Bachelor,Single,0,6025.0,2130.69,884.41,0.5,0.147,767,4,0.0,1,1,0.584,55993.6,160700.0,360,5.22,0.616,239306.4,3009.9
34,41100.0,3.7,Full-time,Some College,Married,3,3425.0,608.37,87.0,0.203,0.025,696,22,0.0,0,0,0.274,69841.2,2900.0,0,17.13,0.0,29258.8,2729.63
56,73800.0,0.3,Full-time,Some College,Married,0,6150.0,2417.13,269.94,0.437,0.044,770,5,0.0,1,1,0.404,112703.6,11000.0,48,8.27,0.0,87396.4,3462.93
44,160700.0,6.0,Full-time,Some College,Married,2,13391.67,3654.82,619.86,0.319,0.046,763,15,0.0,2,2,0.123,261082.9,19300.0,36,9.68,0.0,55917.1,9116.99
